1403637133.688319 1.0 8.595533869614655e-10 -2.106833397786564e-09 5.664982376370802e-13, 5.53058011160298e-12 2.6628632109239463e-12 1.0
1403637133.738319 -0.6779320706912656 0.1310005143125733 -0.7233581220793017 -0.0023387999002413436, 0.004382164033650975 0.001879854154220684 0.9999858963014266
1403637133.788319 -0.2160134404867124 0.31753555390323374 -0.923314337339381 -3.1965415829240232e-06, -0.004945610073140931 -0.0017032553177744512 0.9999863198324811
1403637133.838319 -0.21170670444756118 -0.41988326784491686 0.8825408277670937 0.0010327761987446512, -0.004538816193530724 -0.004636520007757997 0.9999784173686462
1403637133.888319 0.3629199838219821 -0.8395991648509792 0.4041810580967278 -0.0009775902731364006, -0.0035379112980130027 -0.003930166419184016 0.9999855405418734
1403637133.938319 -0.07291165568324691 -0.3593872598152012 0.9303357931134589 -0.0004209156952070952, -0.005389461474315717 -0.0033255493079634353 0.9999798584255558
1403637133.988319 0.2403454496690926 0.5277337381211921 -0.8146969783127925 -0.0019671989911407366, -0.0019492600693518448 -0.0017676508503894134 0.9999946029473271
1403637134.038319 -0.6315923740228244 0.22852659367054437 -0.7408553631185715 -0.0028563595586759585, 0.0010919166315388896 0.0034522727621286425 0.9999893653139104
1403637134.088319 0.45982197184893375 0.8858653953326345 0.06169485843336986 -0.006409246277766639, -0.0009453380278112536 -0.0012544948570167604 0.9999782268333736
1403637134.138319 0.18497043897988025 0.7293128811034719 0.6587022530401301 -0.005696862960781724, -0.005371669653989441 0.004568128696190019 0.9999589107147101
1403637134.188319 -0.25249017434616416 -0.44430783395002105 -0.8595575958301365 -0.011634868876090585, -0.006218998918107452 0.007800959019480966 0.9998825425604094
1403637134.238319 0.6045466296355325 0.22697331992089564 -0.7635486131481117 -0.008857260184640345, -0.0037591182438613145 -0.0006784347814319347 0.9999534777669897
1403637134.288319 0.04992084338326056 0.9847637270213125 0.16657824389456613 0.002337638363688331, -0.0016426974513218695 0.0021319256247436997 0.9999936459223602
1403637134.338319 -0.09711150963183161 0.9870733314096195 -0.12749742396198638 -0.0057779891504364, -0.0009643640882777778 0.0019179750723694357 0.9999810029270079
1403637134.388319 0.2621210748761426 0.07316861602847075 0.9622571879358729 0.26316812556794345, 0.06771855844378025 0.9623566611905054 0.005137235600424693
1403637134.438319 0.020374173271346524 -0.19037337680609748 0.9815003160809237 -0.00412649091268957, -0.00022621074974459862 -0.005293130084077264 0.9999774515834631
1403637134.488319 -0.24367705097545642 -0.15202593162254863 -0.9578672198912546 -2.708539433232254e-06, -0.001051483535072124 -0.0029832439064985646 0.9999949973029033
1403637134.538319 0.3145237076370676 -0.6711362540084317 -0.6713054192316358 -0.31220542865869266, 0.6756551827817556 0.6678437397856777 0.0016073348358001374
1403637134.588319 -0.23736117697057818 -0.4775933573583296 -0.8459103124293619 0.006880943158256335, -0.0011206164298634552 0.001827662539404388 0.9999740279075812
1403637134.638319 -0.032512957113353204 -0.9983911763079822 0.046453920072568 0.002309270024136145, 0.00020935312335242703 0.0004004811519754856 0.9999972315252039
1403637134.688319 0.28737157249242357 0.6873307081174942 0.6670787637168011 0.020217122964996653, 0.0011876043690570838 -0.004577828418301392 0.9997844272751268
1403637134.738319 0.13686172187526122 -0.9819856183226211 -0.1302809060947844 -0.00753277120166898, -0.001392191228722532 0.0029197383352143054 0.999966396580235
1403637134.788319 0.3733700802186086 -0.796089427961357 0.4762734570451197 -0.3748150496673867, 0.7896734227510244 -0.48571982860813995 0.0024108173708765872
1403637134.838319 0.44511059373401296 0.4136185791320298 -0.79422681290835 0.011984112930069754, 0.002364526208773345 0.0015723948901428194 0.9999241559375375
1403637134.888319 0.23953510218225169 0.5241335252799214 -0.8172557632101353 0.01024109527601375, 0.001742342062979723 0.001141000955898867 0.9999453896731071
1403637134.938319 -0.15223792255633783 -0.5901034497538321 0.7928439528207027 -0.15121210692019615, -0.5857465124067908 0.7962502197583596 0.004637829104291556
1403637134.988319 2.983394119126177e-13 -1.0 -4.4147417589306e-13 -3.8366264881126085e-15, -4.0791384047997843e-16 -2.555765160560182e-15 1.0
1403637135.038319 -2.7656989981138104e-14 -0.9999999999999999 6.220685144643284e-14 -8.688107743915428e-16, 3.1028956228274424e-17 7.347344732165724e-17 1.0
1403637135.088319 0.04053186996335731 -0.9261044949463197 -0.37508349998033136 -0.03019739376685866, -0.00287501977974438 0.0064512302443467135 0.9995190009696113
1403637135.138319 -6.84637502841998e-15 -1.0 -2.071929284916578e-14 5.855452326938285e-16, 9.993680654149517e-17 -4.504194097644552e-16 1.0
1403637135.188319 -0.38161273909219295 -0.36049101630065356 0.8511274549261559 0.006461350144654615, 0.0003094193354651946 0.0013553910344120787 0.999978158826045
1403637135.238319 0.36420565145232736 0.8895852246718161 -0.2756671389480073 0.003709340125849848, -0.0042366768911294775 0.011491638546081673 0.9999181134514352
1403637135.288319 0.15082443522025643 0.4141653656250971 -0.8976185379419924 -0.0003004391116932764, -0.0003100419403574077 0.0005903865643138596 0.9999997325269843
1403637135.338319 0.423994342063839 0.3717843742364709 -0.825836047270551 -0.005753613469830502, -0.008855113572204486 -0.0012046967512653107 0.9999435142053779
1403637135.388319 -0.33066456219567475 0.06416022279492659 0.9415648746203569 -0.3266446304303079, 0.054309330209446456 0.9435500204770341 -0.008193956372681648
1403637135.438319 0.9934679315459392 -0.0994164233257616 0.056016459750202544 -0.03118086316389814, -0.23621141938868787 -0.10576679691801547 0.9654249343125745
1403637135.488319 -0.10819338441154483 0.9703300515777494 0.21622623008020486 0.013715471444813799, 0.007116856042038362 -0.014556002970588228 0.9997746540999345
1403637135.538319 -0.7023870924069306 -0.16854758252854005 -0.6915519393682029 -0.0200640300887623, 0.006787116914740138 0.009470015954956019 0.9997308080370415
1403637135.588319 -0.20117510717652068 0.6900086164993395 0.6952817309617612 -0.014127196527367623, -0.00584715966301626 0.004057429168974757 0.9998748773275039
1403637135.638319 0.7693716963940883 -0.11275293944368564 -0.6287717928107872 -0.01421508625707285, -0.0065521748287266065 -0.007193851183057131 0.9998516134071465
1403637135.688319 -0.39279046308245974 0.04395683133103158 -0.9185768607420949 -0.011313782373426179, -2.3737766709791535e-05 -0.0020728702450365675 0.9999338482989124
1403637135.738319 -0.09098463069867883 -0.9790266978881269 0.18228692163426172 -0.004366604260755841, -0.00019116319044765238 -0.0013922475631465404 0.9999894788799467
1403637135.788319 6.71248649024937e-13 -1.0 4.516072446780257e-12 4.0833140217345193e-14, 1.1858569681748063e-14 -1.9190509119752816e-14 1.0
1403637135.838319 0.6899304144264904 -0.6452066075890819 -0.32818357175928176 -0.00946319768714876, -0.0037638734027010024 -0.006595299680558295 0.9999263888750342
1403637135.888319 -0.05271457690761815 0.23275209654766968 -0.9711063973294147 0.00011595979372361653, -0.0003676932115997347 -0.0017420807051767445 0.9999984082536557
1403637135.938319 -0.669361644992561 0.7405307889491896 0.05974227005348469 0.008139569320127823, 0.004879841908020551 0.0022436193987280927 0.9999524492325769
1403637135.988319 0.04422090817679462 0.08206075079950657 0.9956457926683769 0.004557515017382409, 0.000950351693388693 0.0015516315373329485 0.9999879590915571
1403637136.038319 0.24460907737585305 -0.9689045357557399 -0.03728806588290914 0.0013160000012016808, -0.0015546057695450554 0.004190978296814096 0.9999891434639746
1403637136.088319 -0.04351187558663509 -0.5199637186763482 -0.8530793913483062 0.00419341981935931, -0.003969043847142904 0.010016057080657026 0.9999331680276013
1403637136.138319 0.13199967712838517 -0.9827089780208114 0.1298427886149033 0.00617411809916242, -0.0009170433555701671 0.00036476962411780386 0.9999804529291074
1403637136.188319 0.779929999700255 0.18276475377839846 0.5985868695050718 0.013087334056942693, -0.005025240455031709 -0.0006774630631441651 0.999901499993599
1403637136.238319 0.1312199565478989 -0.2152321523537989 -0.9677067962956128 -0.13437077647440807, 0.22817165966448089 0.9643014715699199 0.002204559753773481
1403637136.288319 -0.045639540133214626 -0.39687754825116667 0.9167361910989287 0.01285170348169216, 0.0013898542168532795 0.001662329644654985 0.9999150657345989
1403637136.338319 -0.2556537990762262 0.7534666379142808 0.6057467792469413 0.018933945202260154, 0.004755231665539626 -0.004945072077708756 0.9997971993124561
1403637136.488319 -0.031119006917035973 -0.9382200254128673 -0.344637187956808 -0.07329807146790718, 0.009493244554597442 -0.017010525501919012 0.9971198087737806
1403637136.538319 -0.3996219123387808 -0.7905756906788992 0.4639961255078294 0.003180288185110402, 0.008527857511588214 -0.01733548410472276 0.9998083028281854
1403637136.588319 0.029851474627164063 -0.4441007377446054 0.8954794381767126 0.0029488051355967024, 7.23426310250914e-05 0.0013605512479092437 0.9999947240936413
1403637136.638319 0.057936523199784526 0.9831484457978804 0.17338538809465218 3.573530360512223e-15, -5.355958732078392e-16 1.0390993621101074e-15 1.0
1403637136.688319 -0.6959480311498 0.6895645735200532 0.20039220764496865 0.025904063181255047, 0.026952242906204824 0.008259535662683351 0.9992668993735674
1403637136.788319 -0.45257693449007225 -0.3599168722790589 0.8158639368279668 -0.05575465073864948, 0.9180365533991045 0.38244202231034397 -0.08853476783320148
1403637136.838319 0.08210911259679723 0.5257317561289201 0.8466783416541185 -0.01883873434773162, -0.003847742303850216 0.007303419745011315 0.9997884561382808
1403637136.888319 -0.1377496762714968 0.9362297061310002 0.3232629951679576 0.03759200175370034, 0.0025533289554666876 0.005680120766291519 0.9992737653633639
1403637136.938319 0.2524028281967305 -0.8647638077356887 -0.4341386519866259 -0.02462137207063077, -0.006426569829514096 -0.003208171103830855 0.9996710433316325
1403637136.988319 -0.14453617475793443 0.9762366352214524 0.16146617676108055 -0.003676130650852705, -0.0034536727792483135 -0.0010213933124291093 0.9999867573940533
1403637137.038319 -0.06867759429154392 0.96543480578396 0.25143393530550606 0.009407510513125347, -0.0008455045107371072 -0.007212655993429119 0.9999293782370774
1403637137.088319 -0.6795344548106295 -0.4691363841984141 -0.5640425318594854 -0.022261010593740322, 0.00827494195789474 -0.00234811826958337 0.9997151889831078
1403637137.138319 -0.02392789130744526 -0.7445102280684779 0.6671821163063366 0.02210656787312776, 0.7505778657732497 -0.6604075949144769 -0.0024445137391127356
1403637137.188319 -0.29850050541884393 -0.01476254387649039 -0.9542952978837261 -0.008788480685316331, 0.0009449385219439794 0.0014695186689849525 0.999959854300819
1403637137.238319 7.995328823501947e-12 -1.0 -8.236841140905027e-12 3.918165938295088e-13, 7.505107646598225e-14 5.93851957844528e-14 1.0
1403637137.288319 0.3699204226048696 -0.7643912201950921 -0.5280766454109602 -0.3679590000955771, 0.7631741830304614 0.5311948263882696 -0.0018431014044087168
1403637137.338319 0.7971381281604147 0.5781536476582354 0.1740952737221416 0.7984354321219225, 0.5776015505047477 0.16993324219502876 -5.2762448420581064e-05
1403637137.388319 0.28052979245404375 0.08389421815225498 0.9561719488179483 0.0032092551321524364, 0.002312326304244173 -0.0004714249468895368 0.9999920657620635
1403637137.438319 -0.8337619563701405 -0.10166911818704984 0.5426825872615627 0.006583445890936065, 0.010109057270282778 0.008832882623524002 0.9998882164451516
1403637137.488319 -0.2399933936770272 0.9626201119521329 -0.12556150308373465 0.003481327969013701, -0.0013584519821525987 0.005957874538648031 0.9999752690415729
1403637137.538319 0.2041912723219061 0.6034737922284942 0.7707952428504741 0.0212749582244137, -0.002994032963290034 0.002613220304451225 0.999765764066166
1403637137.638319 -0.45714248710336136 -0.3995294224165453 0.7946049251725379 0.014138544758730564, 0.00016551021839064778 0.0017894651681127517 0.9998984308282943
1403637137.688319 -0.3456197510832441 -0.6395067062905881 0.6867154871346066 -0.3447129498681156, -0.6303478011884306 0.6954644139727348 0.012801586920902918
1403637137.738319 0.36279169637424935 0.5870175878700268 -0.723735128740584 0.015850256283235702, 0.006333381156812921 -0.006171513378014495 0.9998352714730078
1403637137.788319 0.06720112411178987 0.8706058355314085 0.4873699704093085 0.05281406254944112, -0.0054251599818374175 0.010031852929698323 0.9985392352646901
1403637137.838319 -0.15934334921466498 -0.969792251925656 -0.1846961969451956 0.00012607972811908496, 0.005868096057739106 -0.0004820310961538363 0.9999826584489261
1403637137.938319 -0.002047806182593597 0.41174201697377527 0.9112981498654575 0.015955056569188174, -0.0027555024007529043 0.008099345500250946 0.9998361085592283
1403637137.988319 -0.27810702564723533 0.44998145147701524 0.8486301759967569 0.0053750529680406025, 2.18430845705033e-05 -3.118437657260758e-05 0.9999855535736528
1403637138.088319 0.2747426970347981 0.3645572027264222 -0.8897272033417498 -0.004808744228857874, -0.0002670958706942454 -0.0004620361683349767 0.9999882955121606
1403637138.138319 -0.26446748083007054 -0.335899274992144 0.9040069848420135 -0.007858583702446522, 0.014323901694490812 0.008636527522531507 0.999829224865322
1403637138.238319 -0.2187501302064316 -0.37358677343735286 -0.9014329166650933 -0.020477989150703917, -0.005941204389203752 0.011507507652574392 0.9997064225653325
1403637138.288319 0.33868527712578145 0.358099916106295 -0.8700900718562977 -0.016524160223169302, -0.013021329329140392 -0.005393803204666572 0.9997641241805041
1403637138.338319 -0.49120045429941417 0.6798242225431749 -0.5445742742175919 -0.01758369397240556, -0.004141352188479699 -0.0014145089477637417 0.9998358175584492
1403637138.388319 -0.12945232284354258 0.9685918028523264 0.21230170879597607 0.013322047871737455, 0.0005097093038424979 -0.005013527986375691 0.999898558741865
1403637138.438319 0.7002413325245608 -0.5776742382517657 0.4194693679930274 0.702803875267331, -0.5804009294098375 0.4112564510762271 0.008342990926855665
1403637138.488319 -0.7979295655574318 -0.561562761279165 -0.21898783882637804 -0.02368766360084099, 0.012005088824842353 -0.0004128124935814489 0.9996472387904075
1403637138.538319 -0.3453569197680687 0.9383813452728041 0.01300187726115915 0.00034953472201392616, 0.0010594394896054962 -0.0018630430766995545 0.9999976422391907
1403637138.588319 0.49788617105990784 -0.43539725695235054 0.750025725762572 -0.004055549000966455, 0.0005634974707411362 -0.0006850863392322471 0.9999913827876763
1403637138.638319 0.47620133075994986 -0.5496953384196737 0.6863434471910788 0.4762013307599498, -0.549695338419675 0.6863434471910779 -1.1323137423664358e-15
1403637138.688319 0.18938166790545655 0.10459629968599019 -0.9763166484052938 0.0028461018226728792, -0.00029686284899391955 -2.175385910221234e-05 0.9999959055434344
1403637138.738319 -1.5474833298288364e-10 -1.0 -5.477759772552415e-10 -1.2448691448406694e-11, 2.490924157868374e-13 -5.334912823866463e-12 1.0
1403637138.788319 0.07963826386772084 0.8769203392043625 0.4739920522728637 0.018944963808191818, -0.0017712852268214462 -0.0021371397370570145 0.9998166749603128
1403637138.838319 -0.5484946878279766 0.2919132061986998 0.7835433985882886 -0.5474899254412038, 0.30333871003984547 0.7798908551548923 0.0032653602432815743
1403637138.888319 0.17084705365954247 -0.9732312248688164 -0.15372789986270094 -0.0022178816667936026, -0.0012980805243302514 0.004432024642580906 0.9999868764866028
1403637138.938319 0.28560001731034407 -0.9237215346625544 -0.255286420541686 -0.287593422564384, 0.9240646074815237 0.2517799639995637 -0.0012141771285353483
1403637138.988319 0.3814927431015996 -0.3137510631206483 0.8694961514299415 0.007165424908704763, 0.0029316843755749548 -0.002078264880266987 0.9999678708477023
1403637139.038319 -0.06492281950094005 -0.19456345690213958 -0.9787390299494231 0.008259857911203369, 0.00712098524300068 -0.007792641573789895 0.9999101664918495
1403637139.088319 0.22173407592282357 0.351698163517695 -0.9094736947009143 0.005485842007694951, 0.003880207013461113 0.0008380762970776871 0.9999770733167435
1403637139.138319 0.810238032981785 0.1708660831094448 0.5606416962308853 0.017318745020604487, -0.015572232688111635 -0.011514864687340481 0.9996624302889705
1403637139.188319 0.18583134662368886 0.022600218177998645 -0.9823217093958239 -0.1885850885107144, -0.018478942050690794 0.9818829802389546 -7.879823647049233e-05
1403637139.238319 -0.04643683374874198 -0.33439219257407854 -0.9412892658566187 0.00263167083934291, 0.0027068418731649117 -0.0001396991570320056 0.9999928638744442
1403637139.288319 0.020601839533922736 -0.9221815544751087 -0.38620816251561857 -0.018883852400030574, 0.005921577817536637 -0.010100486738548395 0.9997531271280572
1403637139.338319 0.4039199004864774 0.36677384197350243 -0.8380487234254286 0.0015905196479680656, 0.0016745538280728731 0.004550230378321677 0.9999869806753638
1403637139.388319 0.33349942228431567 -0.9336131519470496 -0.1309374577709628 -0.03629333138726539, -0.01020941030755554 0.0020244412959542933 0.9992869776372678
1403637139.438319 0.43452028095516515 -0.8999686996618104 -0.03533362517028491 -0.009089756869739103, -0.0016241844772643668 0.006256641745149967 0.9999377944546879
1403637139.488319 0.3359445577933839 -0.6742614266436009 -0.6576570402797675 -0.0007601448102212675, 0.0029389414780653113 0.0002561307537638686 0.9999953595891797
1403637139.538319 0.5191730624303839 -0.8229764496105091 -0.23058424628134883 -0.006305261725922633, -0.0010937177747983142 0.0003621596236795618 0.9999794579372137
1403637139.588319 -0.04990844534723451 0.9700335491249157 0.23778995070259373 0.005185988146148895, 0.003292832369751481 -0.0030113326509537686 0.99997659705495
1403637139.638319 -0.3173293268317358 -0.635735937137536 0.70366321245634 -0.0014988463783891274, 0.0014018516993272 0.0009279407622712424 0.9999974635954277
1403637139.688319 -0.4504969583843585 -0.3338057017985358 0.8280255092285673 -0.0009347477952721758, 0.00219135761853983 0.0013849871180086682 0.9999962029973063
1403637139.738319 -0.0648374927019516 0.9253501570218572 0.3735280263109434 0.007982537336217324, 0.0002612344039286605 0.0006827060773921725 0.9999678718672286
1403637139.788319 -0.004132458544454673 -0.9981504148155957 -0.06065205841381348 0.004176833952699644, 0.9981905325785183 0.05998511474073484 2.7171430029762055e-05
1403637139.838319 0.47804982205274554 0.2732124946013339 -0.8347594266787615 -0.006519820785524493, -0.001153210030305776 -0.0005764799324264457 0.999977914613337
1403637139.888319 0.10483863777946947 -0.8966255883705428 -0.4301992727884633 -0.0019789545423578745, -0.0031082118699941523 0.0023644333575575886 0.9999904160604681
1403637139.938319 -0.43482250861217286 -0.3290882542342346 0.838230461704465 -0.0030931404786133645, -0.0020765941735006337 -0.0036728761323815543 0.9999863150161278
1403637139.988319 -0.3953689020443598 -0.8044106308725786 -0.4434038432799352 -0.010743924230964564, -0.0002809200130001421 -0.00258304107806923 0.9999389066712299
1403637140.038319 0.5083387586791107 -0.8577942573991532 0.07603103575261974 -0.5079821220333867, 0.8585933482309988 -0.06907695743123647 4.4703009413913344e-06
1403637140.088319 -0.3288409681008276 0.9144259325842481 0.23598481204505167 0.005197644223469915, 3.1446101746613715e-05 0.001792933924016978 0.9999848843325647
